"ID Rotulo","Referencia","Color","Tipo","Capas","Pedido","GramosGranel","JuegosGranel","FechaProducción","fechaIngreso"
"44732","3P-I","B3","Diente","2C","11217","145","127.2","12/2/2024","12/11/2024 12:01"
"44746","P6-S","A3,5 PLUS","Muela","4C","NAL 4C","99","24.6","12/2/2024","12/5/2024 20:00"
"44800","2D-I","B1","Diente","2C","11220","72","86.7","12/2/2024","12/4/2024 13:16"
"44834","S17-S","A0 PLUS","Diente","4C","NAL 4C","69","25","12/4/2024","12/6/2024 13:29"
"44744","S8-I","A3,5 PLUS","Diente","4C","NAL 4C","105","59","12/2/2024","12/6/2024 16:43"
"44798","A26-I","B1","Diente","2C","11220","114","103.6","12/2/2024","12/4/2024 13:06"
"44837","P6-I","A0 PLUS","Muela","4C","NAL 4C","134","34.1","12/4/2024","12/4/2024 13:05"
"44704","A26-S","A2 ZEN","Diente","2C","RESISTAL","405","285.2","11/30/2024","12/4/2024 13:05"
"44737","3N-I","A4","Diente","2C","11217","161","196.3","12/2/2024","12/4/2024 13:05"
"44758","3P-S","B1","Diente","2C","11220","254","160.8","12/2/2024","12/4/2024 13:05"
"44753","31Z-S","B1","Muela","2C","11220","272","138.1","12/2/2024","12/4/2024 13:04"
"44766","2P-S","B3","Diente","2C","11217","63","36.6","12/2/2024","12/5/2024 11:51"
"44696","2N-S","B2","Diente","2C","11217","41","31.5","11/30/2024","12/5/2024 11:31"
"44781","S5-I","A2 PLUS","Diente","4C","NAL 4C","117","91.4","12/3/2024","12/14/2024 11:54"
"44698","2D-I","B2","Diente","2C","11217","53","63.9","11/30/2024","12/4/2024 19:48"
"44757","A25-I","B1","Diente","2C","11220","136","123.6","12/2/2024","12/3/2024 20:22"
"44782","S8-I","A2 PLUS","Diente","4C","NAL 4C","106","59.6","12/3/2024","12/3/2024 15:22"
"44750","32F-I","B1","Muela","2C","11220","128","66.3","12/2/2024","12/3/2024 15:21"
"44700","A25-I","B2","Diente","2C","11217","174","158.2","11/30/2024","12/3/2024 15:21"
"44801","P5-S","A2 PLUS","Muela","4C","NAL 4C","114","44.7","12/3/2024","12/3/2024 15:20"
"44784","PU3-I4C","A2 PLUS","Muela","4C","NAL 4C","47","12.7","12/3/2024","12/5/2024 12:25"
"44783","P6-I","A2 PLUS","Muela","4C","NAL 4C","20","5.1","12/3/2024","12/4/2024 18:45"
"44747","A25-S","B1","Diente","2C","11220","299","243.1","12/2/2024","12/3/2024 14:11"
"44705","3P-S","B3","Diente","2C","RESISTAL","336","212.7","11/30/2024","12/3/2024 11:11"
"44690","33F-S","A1","Muela","2C","11220","57","30.6","11/30/2024","12/3/2024 11:11"
"44701","4H-I","B2","Diente","2C","11217","51","43.2","11/30/2024","12/4/2024 16:08"
"44710","3N-S4C","A3,5 PLUS","Diente","4C","11218","79","43.9","11/30/2024","12/3/2024 11:10"
"44692","32L-I","A2 ZEN","Muela","2C","11217","253","94.1","11/30/2024","12/3/2024 11:09"
"44697","3N-S","B2","Diente","2C","11217","58","43","11/30/2024","12/4/2024 15:46"
"44707","2N-S","B3","Diente","2C","RESISTAL","158","121.5","11/30/2024","12/3/2024 9:24"
"44694","2D-S","B2","Diente","2C","11217","96","80.7","11/30/2024","12/3/2024 9:24"
"41328","137-I","A4","Diente","2C","11155","32","23.2","9/6/2024","12/3/2024 9:24"
"44693","34L-S","A2 ZEN","Muela","2C","11217","527","178","11/30/2024","12/3/2024 9:24"
"44689","33F-I","A1","Muela","2C","11220","55","28.5","11/30/2024","12/3/2024 9:23"
"44711","A25S4C","A1 PLUS","Diente","4C","11218","106","58.9","11/30/2024","12/3/2024 8:07"
"44706","267-S","B3","Diente","2C","RESISTAL","114","49.1","11/30/2024","12/3/2024 8:07"
"44695","1N-S","B2","Diente","2C","11217","85","57.8","11/30/2024","12/3/2024 8:06"
"44691","32L-S","A2 ZEN","Muela","2C","11217","122","49.8","11/30/2024","12/12/2024 12:09"
"44702","3P-I","B2","Diente","2C","11217","194","170.2","11/30/2024","12/3/2024 8:06"
"44709","P6-S","A3,5 PLUS","Muela","4C","11218","20","5","11/30/2024","12/3/2024 18:05"
"44708","32L-S","B3","Muela","2C","RESISTAL","453","184.9","11/30/2024","12/3/2024 7:36"
"44703","A25-S","A2 ZEN","Diente","2C","11217","442","359.3","11/30/2024","12/3/2024 7:35"
"44712","P3-S","A1 PLUS","Muela","4C","11218","66","25.5","11/30/2024","12/4/2024 19:17"
"44669","P4-I","B2 PLUS","Muela","4C","11222","20","5.5","11/29/2024","12/4/2024 15:55"
"44650","A25-S","B3","Diente","2C","RESISTAL","171","139","11/29/2024","12/2/2024 14:12"
"44657","2P-S","A2 ZEN","Diente","2C","RESISTAL","18","10.5","11/29/2024","12/7/2024 11:55"
"44714","3N-S","A3,5","Diente","2C","11217","183","135.6","11/30/2024","12/2/2024 14:10"
"44672","267-S","A2 ZEN","Diente","2C","RESISTAL","93","40.1","11/29/2024","12/2/2024 13:43"
"44715","266-S","A3,5","Diente","2C","11217","82","44.3","11/30/2024","12/2/2024 13:42"
"44717","P6-S","A2 PLUS","Muela","4C","11218","270","67","12/2/2024","12/2/2024 13:42"
"44671","A25-S","A2 ZEN","Diente","2C","RESISTAL","52","42.3","11/29/2024","12/3/2024 20:08"
"44653","34L-S","B3","Muela","2C","RESISTAL","249","84.1","11/29/2024","12/2/2024 13:29"
"44673","30L-I","A2 ZEN","Muela","2C","RESISTAL","103","45.2","11/29/2024","12/2/2024 19:32"
"44719","S13-S","A2 PLUS","Diente","4C","NAL 4C","58","36.3","12/2/2024","12/2/2024 12:41"
"44721","S15-S","A2 PLUS","Diente","4C","NAL 4C","113","47.1","12/2/2024","12/2/2024 12:41"
"44674","A26-S","A2 ZEN","Diente","2C","RESISTAL","371","261.3","11/29/2024","12/2/2024 12:13"
"44629","3P-S","B3","Diente","2C","RESISTAL","73","46.2","11/28/2024","12/6/2024 16:05"
"44720","S14-S","A2 PLUS","Diente","4C","NAL 4C","25","13.9","12/2/2024","12/2/2024 18:19"
"44718","S12-S","A2 PLUS","Diente","4C","NAL 4C","53","35.3","12/2/2024","12/2/2024 12:12"
"44656","A24-S","A2 ZEN","Diente","2C","RESISTAL","143","108.3","11/29/2024","12/2/2024 11:32"
"44662","32L-I","B3","Muela","2C","RESISTAL","125","46.5","11/29/2024","12/2/2024 19:12"
"44644","33F-S","C2","Muela","2C","11220","58","31.2","11/29/2024","12/2/2024 11:31"
"44651","2N-S","B3","Diente","2C","RESISTAL","239","183.8","11/29/2024","12/2/2024 11:31"
"44620","136-S","A3 ZEN","Diente","2C","RESISTAL","180","96.3","11/28/2024","12/2/2024 11:30"
"44654","33F-I","B2","Muela","2C","11220","51","26.4","11/29/2024","12/2/2024 11:30"
"44666","S42-S","A1 PLUS","Diente","4C","11222","139","82.7","11/29/2024","12/2/2024 11:16"
"44668","S3-I","B2 PLUS","Diente","4C","11222","58","44.6","11/29/2024","12/2/2024 11:16"
"44655","3P-I","B2","Diente","2C","RESISTAL","196","171.9","11/29/2024","12/2/2024 11:11"
"44658","34L-I","A2 ZEN","Muela","2C","RESISTAL","730","224.6","11/29/2024","12/2/2024 11:11"
"44686","S6-I","A3 PLUS","Diente","4C","11218","25","17.9","11/30/2024","12/2/2024 9:15"
"44660","34L-S","A2 ZEN","Muela","2C","RESISTAL","588","198.6","11/29/2024","12/2/2024 9:14"
"44659","3N-I","A2 ZEN","Diente","2C","11220","158","192.7","11/29/2024","12/2/2024 9:14"
"44667","S24B-S","A1 PLUS","Diente","4C","11222","20","10","11/29/2024","12/2/2024 16:19"
"44630","32F-I","D2","Muela","2C","11220","13","6.7","11/28/2024","12/2/2024 6:52"
"44643","P4-I","A4 PLUS","Muela","4C","11222","13","3.6","11/28/2024","12/2/2024 6:52"
"44621","137-S","A3 ZEN","Diente","2C","RESISTAL","47","24.6","11/28/2024","12/2/2024 13:09"
"44626","A26-S","A4","Diente","2C","11220","13","9.2","11/28/2024","12/2/2024 6:52"
"44619","32F-S","A3 ZEN","Muela","2C","11220","137","73.7","11/28/2024","12/5/2024 20:34"
"44637","31M-I","A2","Muela","2C","11220","133","51.2","11/28/2024","12/2/2024 6:49"
"44633","A25-S","B2","Diente","2C","RESISTAL","117","95.1","11/28/2024","12/2/2024 6:49"
"44622","3N-S","A3 ZEN","Diente","2C","RESISTAL","20","14.8","11/28/2024","12/2/2024 13:26"
"44561","3N-S","A2 ZEN","Diente","2C","11217","57","42.2","11/27/2024","12/2/2024 11:53"
"44639","S26-S","A4 PLUS","Diente","4C","11222","20","10.2","11/28/2024","12/2/2024 12:33"
"44624","A25-S","A3 ZEN","Diente","2C","RESISTAL","81","65.9","11/28/2024","11/30/2024 12:03"
"44640","S3-I","A4 PLUS","Diente","4C","11222","42","32.3","11/28/2024","11/30/2024 12:03"
"44623","267-S","A3 ZEN","Diente","2C","RESISTAL","113","48.7","11/28/2024","11/30/2024 12:02"
"44687","PU3-S4C","A3 PLUS","Muela","4C","NAL 4C","146","38.9","11/30/2024","11/30/2024 11:49"
"44688","P4-S","A3 PLUS","Muela","4C","11222","84","23.1","11/30/2024","11/30/2024 11:49"
"44684","S3-I","A3 PLUS","Diente","4C","11222","62","47.7","11/30/2024","11/30/2024 11:49"
"44683","32F-S4C","A0 PLUS","Muela","4C","11222","51","27.4","11/30/2024","11/30/2024 11:49"
"44685","S9-I","A3 PLUS","Diente","4C","11222","133","68.2","11/30/2024","12/11/2024 11:43"
"44625","34L-S","A4","Muela","2C","11220","278","93.9","11/28/2024","11/30/2024 10:43"
"44632","3N-I","B2","Diente","2C","RESISTAL","112","136.6","11/28/2024","11/30/2024 10:36"
"44635","34M-S","A2 ZEN","Muela","2C","11220","0","0","11/28/2024","12/2/2024 13:49"
"44627","3P-I","B3","Diente","2C","11220","86","75.4","11/28/2024","11/30/2024 10:31"
"44618","33F-S","C3","Muela","2C","11220","71","38.2","11/28/2024","11/30/2024 10:31"
"44641","S9-I","A4 PLUS","Diente","4C","11222","68","34.9","11/28/2024","12/11/2024 13:37"
"44638","S27-S","A4 PLUS","Diente","4C","11222","117","48.3","11/28/2024","11/30/2024 10:23"
"44188","3P-S","A3 ZEN","Diente","2C","11220","77","48.7","11/18/2024","11/30/2024 10:19"
"44631","33F-I","D2","Muela","2C","11220","53","27.5","11/28/2024","11/30/2024 10:17"
"44634","32L-S","B2","Muela","2C","RESISTAL","315","128.6","11/28/2024","11/30/2024 10:17"
"44628","34L-S","B3","Muela","2C","RESISTAL","72","24.3","11/28/2024","11/30/2024 17:08"
"44636","34L-I","A2 ZEN","Muela","2C","RESISTAL","1051","323.4","11/28/2024","11/30/2024 9:11"
"44642","32F-S4C","A4 PLUS","Muela","4C","11222","64","34.4","11/28/2024","11/30/2024 9:10"
"44678","PU3-S4C","A3,5 PLUS","Muela","4C","11222","163","43.5","11/29/2024","11/30/2024 7:11"
"44556","A26-S","A2 ZEN","Diente","2C","11220","182","128.2","11/27/2024","11/30/2024 7:10"
"44516","33F-I","A2 ZEN","Muela","2C","11220","111","57.5","11/26/2024","11/30/2024 7:10"
"44615","A25-S","A3 ZEN","Diente","2C","ATC15182","427","347.2","11/27/2024","11/30/2024 7:10"
"44616","34L-S","A3 ZEN","Muela","2C","ATC15182","99","33.4","11/27/2024","12/3/2024 17:35"
"44610","136-S","A3 ZEN","Diente","2C","11220","161","86.1","11/27/2024","11/29/2024 13:39"
"44559","1N-S","A2 ZEN","Diente","2C","11217","89","60.5","11/27/2024","11/29/2024 13:38"
"44532","2N-S","B3","Diente","2C","RESISTAL","104","80","11/26/2024","11/29/2024 18:38"
"44560","2N-S","A2 ZEN","Diente","2C","11217","103","79.2","11/27/2024","11/29/2024 13:37"
"44563","30L-S","A2 ZEN","Muela","2C","11217","159","73.3","11/27/2024","11/29/2024 13:37"
"44588","P5-S","A2 PLUS","Muela","4C","11222","76","29.8","11/27/2024","11/30/2024 13:21"
"44562","3P-S","A2 ZEN","Diente","2C","11217","169","107","11/27/2024","11/29/2024 12:49"
"44611","45H-S","A3 ZEN","Diente","2C","11220","71","32","11/27/2024","11/29/2024 12:49"
"44582","32L-S","A1","Muela","2C","ATC15182","839","342.4","11/27/2024","11/29/2024 12:48"
"44587","S27-S","A2 PLUS","Diente","4C","11222","63","26","11/27/2024","11/29/2024 12:25"
"44680","P4-S","A2 PLUS","Muela","4C","11222","160","44","11/29/2024","11/29/2024 12:25"
"44612","A25-I","A3 ZEN","Diente","2C","11220","182","165.5","11/27/2024","11/29/2024 12:24"
"44585","S9-I","A2 PLUS","Diente","4C","11222","59","30.3","11/27/2024","11/29/2024 12:24"
"44580","32F-S","A4","Muela","2C","11220","159","85.5","11/27/2024","11/29/2024 12:14"
"44679","P4-I","A3,5 PLUS","Muela","4C","11222","20","5.5","11/29/2024","11/29/2024 18:51"
"44583","S14-S","A2 PLUS","Diente","4C","11222","13","7.2","11/27/2024","11/29/2024 12:06"
"44682","32L-I","B3","Muela","2C","RESISTAL","321","119.3","11/29/2024","11/29/2024 17:06"
"44607","P3-I","A2 PLUS","Muela","4C","11222","115","46.6","11/28/2024","11/29/2024 11:26"
"44586","S3-I","A2 PLUS","Diente","4C","11222","51","39.2","11/27/2024","11/29/2024 11:26"
"44677","S32-S","A3,5 PLUS","Diente","4C","11222","87","49.2","11/29/2024","11/29/2024 11:25"
"44584","S17-S","A2 PLUS","Diente","4C","11222","51","18.5","11/27/2024","11/29/2024 16:34"
"44613","34M-I","A3 ZEN","Muela","2C","11220","199","78.7","11/27/2024","11/29/2024 11:01"
"44614","34L-I","A3 ZEN","Muela","2C","11220","361","111.1","11/27/2024","11/29/2024 10:48"
"44547","SE22-S","A1 PLUS","Diente","4C","11222","60","33.7","11/26/2024","11/29/2024 8:52"
"44591","32L-I","A4","Muela","2C","11217","81","30.1","11/26/2024","11/29/2024 16:16"
"44596","32F-S","C1","Muela","2C","11220","22","11.8","11/26/2024","11/29/2024 15:42"
"44609","P6-I","A2 PLUS","Muela","4C","11222","135","34.4","11/28/2024","11/29/2024 8:51"
"44545","S9-I","A1 PLUS","Diente","4C","11222","113","57.9","11/26/2024","11/29/2024 8:50"
"44599","A25-I","A2 ZEN","Diente","2C","11217","183","166.4","11/26/2024","11/29/2024 8:50"
"44595","2P-I","A4","Diente","2C","11217","143","132.4","11/26/2024","11/29/2024 8:15"
"44598","3N-I","A2 ZEN","Diente","2C","11217","33","40.2","11/26/2024","11/29/2024 14:29"
"44606","P5-I","A2 PLUS","Muela","4C","11222","110","42.3","11/28/2024","11/29/2024 8:15"
"44530","3P-I","A1","Diente","2C","RESISTAL","163","143","11/26/2024","11/29/2024 7:30"
"44600","34L-I","A2 ZEN","Muela","2C","11217","112","34.5","11/26/2024","11/29/2024 13:22"
"44589","32F-I","A4","Muela","2C","11220","108","56","11/26/2024","11/29/2024 14:28"
"44543","P3-S","A1 PLUS","Muela","4C","11222","114","44","11/26/2024","11/29/2024 6:36"
"44594","A25-S","A4","Diente","2C","11217","50","40.7","11/26/2024","11/29/2024 12:42"
"44605","32F-I4C","A2 PLUS","Muela","4C","11222","68","35.2","11/28/2024","11/29/2024 6:35"
"44597","A26-S","A2 ZEN","Diente","2C","11217","127","89.4","11/26/2024","11/29/2024 13:18"
"44590","30L-S","A4","Muela","2C","11217","57","26.3","11/26/2024","11/29/2024 12:26"
"44541","32F-S4C","A1 PLUS","Muela","4C","11222","53","28.5","11/26/2024","11/28/2024 15:32"
"44608","P6-S","A2 PLUS","Muela","4C","11222","169","41.9","11/28/2024","11/28/2024 15:32"
"44531","3P-S","B3","Diente","2C","RESISTAL","229","144.9","11/26/2024","11/28/2024 15:32"
"44529","137-S","A1","Diente","2C","RESISTAL","56","29.3","11/26/2024","11/29/2024 14:02"
"44592","268-S","A4","Diente","2C","11217","42","15.9","11/26/2024","11/29/2024 13:33"
"44551","S24B-S","A2 PLUS","Diente","4C","11222","75","37.5","11/27/2024","11/28/2024 13:57"
"44506","S6-I","A3 PLUS","Diente","4C","11222","150","107.1","11/25/2024","11/28/2024 13:57"
"44411","A26-I","A2 ZEN","Diente","2C","11220","216","196.4","11/22/2024","11/28/2024 13:44"
"44495","3M-S","A2 ZEN","Diente","2C","11220","194","218","11/25/2024","11/28/2024 13:43"
"44482","3P-I","A2 ZEN","Diente","2C","11220","217","190.4","11/25/2024","11/28/2024 13:19"
"44486","45H-S","A3,5","Diente","2C","11220","77","34.7","11/25/2024","11/28/2024 13:18"
"44483","34L-S","A2 ZEN","Muela","2C","11220","96","32.4","11/25/2024","11/29/2024 13:48"
"44527","31M-S","A1","Muela","2C","11220","126","60","11/26/2024","11/28/2024 18:14"
"44544","P5-I","A1 PLUS","Muela","4C","11222","112","43.1","11/26/2024","11/28/2024 12:55"
"44488","29M-I","A3,5","Muela","2C","11220","41","18.5","11/25/2024","11/28/2024 18:32"
"44479","4H-S","A2 ZEN","Diente","2C","11220","108","58.1","11/25/2024","11/29/2024 12:26"
"44518","34L-I","A2 ZEN","Muela","2C","RESISTAL","202","62.2","11/26/2024","11/28/2024 17:22"
"44528","1N-S","A1","Diente","2C","RESISTAL","63","42.9","11/26/2024","11/28/2024 17:23"
"44593","136-S","A4","Diente","2C","11217","183","97.9","11/26/2024","11/28/2024 11:54"
"44497","A25-S","A2 ZEN","Diente","2C","RESISTAL","145","117.9","11/25/2024","11/28/2024 19:41"
"44507","S14-S","A3 PLUS","Diente","4C","11222","115","63.9","11/25/2024","11/28/2024 11:06"
"44489","1N-S","A3,5","Diente","2C","11217","41","27.9","11/25/2024","11/28/2024 17:04"
"44491","3P-S","A3,5","Diente","2C","11217","186","117.7","11/25/2024","11/28/2024 10:46"
"44395","137-S","B3","Diente","2C","RESISTAL","215","112.6","11/22/2024","11/28/2024 10:38"
"44460","3M-S","A2 ZEN","Diente","2C","11220","88","98.9","11/23/2024","11/28/2024 10:07"
"44554","34L-S","B3","Muela","2C","ATC15182","71","24","11/26/2024","11/28/2024 9:21"
"44450","264-S","A2 ZEN","Diente","2C","11220","96","65.8","11/23/2024","11/28/2024 9:19"
"44494","31Z-I","A2 ZEN","Muela","2C","11220","153","68.3","11/25/2024","11/28/2024 8:42"
"44485","32F-I","D2","Muela","2C","11220","81","42","11/25/2024","11/28/2024 7:57"
"44457","A24-S","A2 ZEN","Diente","2C","11220","105","79.5","11/23/2024","11/28/2024 14:09"
"44496","267-S","A2 ZEN","Diente","2C","RESISTAL","49","21.1","11/25/2024","11/28/2024 14:24"
"44493","31L-S","A2 ZEN","Muela","2C","11220","248","94.3","11/25/2024","11/28/2024 13:50"
"44490","2P-S","A3,5","Diente","2C","11217","64","37.2","11/25/2024","11/28/2024 16:28"
"44451","2D-I","A2 ZEN","Diente","2C","11220","75","90.4","11/23/2024","11/28/2024 6:29"
"44417","3D-S","A2 ZEN","Diente","2C","RESISTAL","46","37.4","11/23/2024","11/28/2024 13:10"
"44449","136-S","A2 ZEN","Diente","2C","11220","190","101.6","11/23/2024","11/27/2024 15:49"
"44503","A26-S","B1","Diente","2C","11220","119","83.8","11/25/2024","11/27/2024 15:48"
"44492","34M-I","A1","Muela","2C","11220","274","108.3","11/25/2024","11/27/2024 15:48"
"44418","2N-S","A2 ZEN","Diente","2C","11220","97","74.6","11/23/2024","11/27/2024 15:12"
"44461","32F-S","A2 ZEN","Muela","2C","11220","114","61.3","11/23/2024","11/27/2024 14:59"
"44458","2N-S","A2 ZEN","Diente","2C","11220","254","195.4","11/23/2024","11/27/2024 14:25"
"44487","33F-S","A3,5","Muela","2C","11220","29","15.6","11/25/2024","11/28/2024 13:20"
"44453","33F-I","D2","Muela","2C","11220","176","91.2","11/23/2024","11/27/2024 14:24"
"44505","P6-S","A3 PLUS","Muela","4C","11222","296","73.4","11/25/2024","11/27/2024 14:24"
"44420","2D-I","A2 ZEN","Diente","2C","11220","198","238.6","11/23/2024","11/27/2024 13:48"
"44431","29M-I","A2 ZEN","Muela","2C","11220","84","37.8","11/23/2024","11/27/2024 13:48"
"44550","P5-I","A0 PLUS","Muela","4C","11222","85","32.7","11/27/2024","11/27/2024 13:48"
"44548","S26-S","A0 PLUS","Diente","4C","11222","39","19.9","11/27/2024","11/27/2024 13:48"
"44549","S3-I","A0 PLUS","Diente","4C","11222","34","26.2","11/27/2024","11/29/2024 14:03"
"44552","S8-I","A2 PLUS","Diente","4C","11222","115","64.6","11/27/2024","11/27/2024 13:47"
"44553","S9-I","A2 PLUS","Diente","4C","11222","117","60","11/27/2024","11/27/2024 13:47"
"44433","A25-S","A0","Diente","2C","11220","65","52.8","11/23/2024","11/27/2024 13:35"
"44459","2D-S","A2 ZEN","Diente","2C","11220","90","75.6","11/23/2024","11/28/2024 13:38"
"44466","2P-I","A2 ZEN","Diente","2C","11220","474","438.9","11/23/2024","11/28/2024 12:05"
"44445","3P-S","A2 ZEN","Diente","2C","11220","369","233.5","11/23/2024","11/27/2024 13:24"
"44471","SE22-S","A3 PLUS","Diente","4C","11222","13","7.3","11/23/2024","11/27/2024 13:24"
"44472","S5-I","A3 PLUS","Diente","4C","11222","80","62.5","11/23/2024","11/27/2024 12:48"
"44455","31M-I","C2","Muela","2C","11220","45","17.3","11/23/2024","11/27/2024 12:47"
"44462","32F-I","A2 ZEN","Muela","2C","11220","58","30.1","11/23/2024","11/28/2024 12:05"
"44469","P3-S","A3 PLUS","Muela","4C","11222","20","7.7","11/23/2024","12/10/2024 12:11"
"44465","A25-I","A2 ZEN","Diente","2C","11220","97","88.2","11/23/2024","11/27/2024 19:24"
"44470","S27-S","A3 PLUS","Diente","4C","11222","20","8.3","11/23/2024","12/11/2024 12:04"
"44421","3N-I","A2 ZEN","Diente","2C","11220","212","258.5","11/23/2024","11/27/2024 12:05"
"44456","223-S","C2","Diente","2C","11217","41","42.3","11/23/2024","11/28/2024 16:45"
"44511","S5-I","A1 PLUS","Diente","4C","11222","78","60.9","11/26/2024","11/27/2024 12:05"
"44454","33F-S","C2","Muela","2C","11220","38","20.4","11/23/2024","11/27/2024 12:05"
"44467","32F-S4C","A3 PLUS","Muela","4C","11222","112","60.2","11/23/2024","11/27/2024 12:04"
"44430","31M-S","A2 ZEN","Muela","2C","11220","281","133.8","11/23/2024","11/27/2024 12:04"
"44448","267-S","A2 ZEN","Diente","2C","RESISTAL","31","13.4","11/23/2024","11/28/2024 16:35"
"43913","A25-I","A3,5","Diente","2C","11198","20","18.2","11/13/2024","11/27/2024 11:09"
"41542","2P-I","A3,5","Diente","2C","11157","321","297.2","9/12/2024","11/27/2024 10:43"
"44440","A25-S","A2 ZEN","Diente","2C","RESISTAL","75","61","11/23/2024","11/27/2024 10:22"
"40532","1H-I","A3,5","Diente","2C","11146","47","36.4","8/21/2024","11/27/2024 10:07"
"44426","1H-I","B2","Diente","2C","11217","107","82.9","11/23/2024","11/27/2024 10:01"
"44427","3P-I","D3","Diente","2C","11220","56","49.1","11/23/2024","11/27/2024 10:01"
"44428","32F-S","A2 ZEN","Muela","2C","11220","348","187.1","11/23/2024","11/27/2024 9:20"
"44436","32F-I4C","A3 PLUS","Muela","4C","11222","144","74.6","11/23/2024","11/27/2024 9:20"
"44464","268-S","A2 ZEN","Diente","2C","11220","88","33.3","11/23/2024","11/27/2024 18:09"
"44414","3N-S","A2 ZEN","Diente","2C","11220","287","212.6","11/23/2024","11/27/2024 17:56"
"44434","3N-S4C","A3 PLUS","Diente","4C","NAL 4C","109","60.6","11/23/2024","11/27/2024 9:13"
"44437","P4-S","A3 PLUS","Muela","4C","11222","20","5.5","11/23/2024","12/10/2024 13:06"
"43915","2D-I","A3,5","Diente","2C","11198","81","97.6","11/13/2024","11/27/2024 9:08"
"44163","3N-I","A1","Diente","2C","11220","85","103.7","11/18/2024","11/27/2024 8:29"
"44371","31M-S","B3","Muela","2C","11220","75","35.7","11/21/2024","11/27/2024 8:07"
"44405","P5-S","B2 PLUS","Muela","4C","NAL 4C","171","67.1","11/22/2024","11/27/2024 6:53"
"44402","4H-I","A1","Diente","2C","11220","120","101.7","11/22/2024","11/27/2024 18:23"
"44391","33F-S","B2","Muela","2C","11220","38","20.4","11/22/2024","11/28/2024 16:21"
"44475","S6-I","A2 PLUS","Diente","4C","11222","20","14.3","11/25/2024","12/5/2024 15:35"
"44474","A25S4C","A2 PLUS","Diente","4C","11222","50","27.8","11/25/2024","12/5/2024 14:09"
"44425","3P-S","B2","Diente","2C","11198","354","224.1","11/23/2024","11/26/2024 13:38"
"44413","2D-S","A2 ZEN","Diente","2C","11220","152","127.7","11/23/2024","11/26/2024 13:38"
"44424","30L-S","B2","Muela","2C","RESISTAL","55","25.3","11/23/2024","11/27/2024 12:21"
"44512","3P-S4C","A1 PLUS","Diente","4C","11222","79","41.6","11/26/2024","11/26/2024 12:26"
"44419","A24-S","A2 ZEN","Diente","2C","11220","142","107.6","11/23/2024","11/26/2024 12:26"
"44393","A24-S","B3","Diente","2C","RESISTAL","64","48.5","11/22/2024","11/27/2024 13:16"
"44368","33M-S","B2","Muela","2C","11220","13","5.2","11/21/2024","11/26/2024 11:27"
"44401","31M-I","A1","Muela","2C","11220","71","27.3","11/22/2024","11/26/2024 18:20"
"44390","A26-S","A3 ZEN","Diente","2C","RESISTAL","81","57","11/22/2024","11/27/2024 12:27"
"44389","267-S","A3 ZEN","Diente","2C","RESISTAL","35","15.1","11/22/2024","11/27/2024 13:37"
"44432","A26-S","A2 ZEN","Diente","2C","11220","20","14.1","11/23/2024","11/27/2024 12:48"
"44423","33F-S","B2","Muela","2C","11220","55","29.6","11/23/2024","11/26/2024 11:20"
"44415","2N-I","A2 ZEN","Diente","2C","11220","177","192.4","11/23/2024","11/26/2024 19:50"
"44412","34L-I","A2M","Muela","2C","NAL 2C","92","28.3","11/23/2024","11/26/2024 19:25"
"44213","3P-I","A1","Diente","2C","11220","112","98.2","11/18/2024","11/26/2024 10:30"
"44394","136-S","B3","Diente","2C","RESISTAL","47","25.1","11/22/2024","11/26/2024 18:01"
"44400","3P-I","A1","Diente","2C","RESISTAL","90","78.9","11/22/2024","11/26/2024 17:36"
"44396","32F-S","C1","Muela","2C","11220","318","171","11/22/2024","11/26/2024 10:26"
"44160","1H-I","A1","Diente","2C","11220","59","45.7","11/18/2024","11/26/2024 9:24"
"43241","A26-S","B3","Diente","2C","11199","69","48.6","10/29/2024","11/26/2024 9:18"
"44407","P6-S","B2 PLUS","Muela","4C","11222","126","31.3","11/22/2024","11/26/2024 8:35"
"29654","29L-I","A1","Muela","2C","10956","165","66","11/3/2023","11/26/2024 8:30"
"44477","32F-I4C","A2 PLUS","Muela","4C","11222","65","33.7","11/25/2024","11/26/2024 7:56"
"44388","A25-S","A3 ZEN","Diente","2C","RESISTAL","281","228.5","11/22/2024","11/26/2024 7:56"
"44399","2D-S","A1","Diente","2C","11220","201","168.9","11/22/2024","11/26/2024 7:55"
"44375","2P-S","A3 ZEN","Diente","2C","RESISTAL","171","99.4","11/21/2024","11/25/2024 12:27"
"44476","32F-S4C","A2 PLUS","Muela","4C","11222","59","31.7","11/25/2024","11/29/2024 11:31"
"44386","32L-S","B3","Muela","2C","RESISTAL","763","311.4","11/22/2024","11/25/2024 12:26"
"44367","268-I","B2","Diente","2C","RESISTAL","161","97","11/21/2024","11/25/2024 12:08"
"44392","32L-I","B3","Muela","2C","RESISTAL","539","200.4","11/22/2024","11/25/2024 12:08"
"44385","3P-I","B3","Diente","2C","RESISTAL","89","78.1","11/21/2024","11/26/2024 13:02"
"44362","2D-I","A2M","Diente","2C","NAL 2C","38","45.8","11/21/2024","11/26/2024 11:37"
"44370","32L-I","B3","Muela","2C","RESISTAL","735","273.2","11/21/2024","11/25/2024 12:07"
"44378","3D-I","A3 ZEN","Diente","2C","RESISTAL","43","50.6","11/21/2024","12/4/2024 13:07"
